Id,Name,Domain,Vocabulary,include,t1_patological,t2_patological
1635712,AJCC/UICC 8th post therapy pathological T1d Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1633269,AJCC/UICC 8th post therapy pathological T1mi Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1634204,AJCC/UICC 8th post therapy pathological T2 Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1634187,AJCC/UICC 8th post therapy pathological T2a Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1635759,AJCC/UICC 8th post therapy pathological T2a1 Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1634420,AJCC/UICC 8th post therapy pathological T2a2 Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1633631,AJCC/UICC 8th post therapy pathological T2b Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1634062,AJCC/UICC 8th post therapy pathological T2c Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1633398,AJCC/UICC 8th post therapy pathological T2d Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1635793,AJCC/UICC 8th T1 Category,Measurement,Cancer Modifier,y,,
1634584,AJCC/UICC 8th T1a Category,Measurement,Cancer Modifier,y,,
1635220,AJCC/UICC 8th T1a1 Category,Measurement,Cancer Modifier,y,,
1633797,AJCC/UICC 8th T1a2 Category,Measurement,Cancer Modifier,y,,
1635687,AJCC/UICC 8th T1b Category,Measurement,Cancer Modifier,y,,
1635292,AJCC/UICC 8th T1b1 Category,Measurement,Cancer Modifier,y,,
1634402,AJCC/UICC 8th T1b2 Category,Measurement,Cancer Modifier,y,,
1633449,AJCC/UICC 8th T1b3 Category,Measurement,Cancer Modifier,y,,
1634817,AJCC/UICC 8th T1c Category,Measurement,Cancer Modifier,y,,
1635180,AJCC/UICC 8th T1c1 Category,Measurement,Cancer Modifier,y,,
1634211,AJCC/UICC 8th T1c2 Category,Measurement,Cancer Modifier,y,,
1635015,AJCC/UICC 8th T1c3 Category,Measurement,Cancer Modifier,y,,
1633579,AJCC/UICC 8th T1d Category,Measurement,Cancer Modifier,y,,
1635751,AJCC/UICC 8th T1mi Category,Measurement,Cancer Modifier,y,,
1633339,AJCC/UICC 8th T2 Category,Measurement,Cancer Modifier,y,,
1635181,AJCC/UICC 8th T2a Category,Measurement,Cancer Modifier,y,,
1633583,AJCC/UICC 8th T2a1 Category,Measurement,Cancer Modifier,y,,
1634149,AJCC/UICC 8th T2a2 Category,Measurement,Cancer Modifier,y,,
1634429,AJCC/UICC 8th T2b Category,Measurement,Cancer Modifier,y,,
1634169,AJCC/UICC 8th T2c Category,Measurement,Cancer Modifier,y,,
1633552,AJCC/UICC 8th T2d Category,Measurement,Cancer Modifier,y,,
1635661,AJCC/UICC clinical T1 Category,Measurement,Cancer Modifier,y,,
1633742,AJCC/UICC clinical T1a Category,Measurement,Cancer Modifier,y,,
1635676,AJCC/UICC clinical T1a1 Category,Measurement,Cancer Modifier,y,,
1635081,AJCC/UICC clinical T1a2 Category,Measurement,Cancer Modifier,y,,
1635039,AJCC/UICC clinical T1b Category,Measurement,Cancer Modifier,y,,
1635701,AJCC/UICC clinical T1b1 Category,Measurement,Cancer Modifier,y,,
1634659,AJCC/UICC clinical T1b2 Category,Measurement,Cancer Modifier,y,,
1635348,AJCC/UICC clinical T1b3 Category,Measurement,Cancer Modifier,y,,
1634320,AJCC/UICC clinical T1c Category,Measurement,Cancer Modifier,y,,
1634515,AJCC/UICC clinical T1c1 Category,Measurement,Cancer Modifier,y,,
1634184,AJCC/UICC clinical T1c2 Category,Measurement,Cancer Modifier,y,,
1633494,AJCC/UICC clinical T1c3 Category,Measurement,Cancer Modifier,y,,
1634931,AJCC/UICC clinical T1d Category,Measurement,Cancer Modifier,y,,
1635832,AJCC/UICC clinical T1mi Category,Measurement,Cancer Modifier,y,,
1635033,AJCC/UICC clinical T2 Category,Measurement,Cancer Modifier,y,,
1634689,AJCC/UICC clinical T2a Category,Measurement,Cancer Modifier,y,,
1635046,AJCC/UICC clinical T2a1 Category,Measurement,Cancer Modifier,y,,
1635269,AJCC/UICC clinical T2a2 Category,Measurement,Cancer Modifier,y,,
1633781,AJCC/UICC clinical T2b Category,Measurement,Cancer Modifier,y,,
1634514,AJCC/UICC clinical T2c Category,Measurement,Cancer Modifier,y,,
1633541,AJCC/UICC clinical T2d Category,Measurement,Cancer Modifier,y,,
1634004,AJCC/UICC pathological T1 Category,Measurement,Cancer Modifier,n,TRUE,FALSE
1633722,AJCC/UICC pathological T1a Category,Measurement,Cancer Modifier,n,TRUE,FALSE
1634867,AJCC/UICC pathological T1a1 Category,Measurement,Cancer Modifier,n,TRUE,FALSE
1635881,AJCC/UICC pathological T1a2 Category,Measurement,Cancer Modifier,n,TRUE,FALSE
1633693,AJCC/UICC pathological T1b Category,Measurement,Cancer Modifier,n,TRUE,FALSE
1635168,AJCC/UICC pathological T1b1 Category,Measurement,Cancer Modifier,n,TRUE,FALSE
1635120,AJCC/UICC pathological T1b2 Category,Measurement,Cancer Modifier,n,TRUE,FALSE
1633919,AJCC/UICC pathological T1b3 Category,Measurement,Cancer Modifier,n,TRUE,FALSE
1635017,AJCC/UICC pathological T1c Category,Measurement,Cancer Modifier,n,TRUE,FALSE
1633387,AJCC/UICC pathological T1c1 Category,Measurement,Cancer Modifier,n,TRUE,FALSE
1635112,AJCC/UICC pathological T1c2 Category,Measurement,Cancer Modifier,n,TRUE,FALSE
1633779,AJCC/UICC pathological T1c3 Category,Measurement,Cancer Modifier,n,TRUE,FALSE
1634272,AJCC/UICC pathological T1d Category,Measurement,Cancer Modifier,n,TRUE,FALSE
1634428,AJCC/UICC pathological T1mi Category,Measurement,Cancer Modifier,n,TRUE,FALSE
1633978,AJCC/UICC pathological T2 Category,Measurement,Cancer Modifier,n,FALSE,TRUE
1634597,AJCC/UICC pathological T2a Category,Measurement,Cancer Modifier,n,FALSE,TRUE
1634633,AJCC/UICC pathological T2a1 Category,Measurement,Cancer Modifier,n,FALSE,TRUE
1634166,AJCC/UICC pathological T2a2 Category,Measurement,Cancer Modifier,n,FALSE,TRUE
1635575,AJCC/UICC pathological T2b Category,Measurement,Cancer Modifier,n,FALSE,TRUE
1634503,AJCC/UICC pathological T2c Category,Measurement,Cancer Modifier,n,FALSE,TRUE
1633278,AJCC/UICC pathological T2d Category,Measurement,Cancer Modifier,n,FALSE,TRUE
1633377,AJCC/UICC post therapy clinical T1 Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1635371,AJCC/UICC post therapy clinical T1a Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1635698,AJCC/UICC post therapy clinical T1a1 Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1635481,AJCC/UICC post therapy clinical T1a2 Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1634217,AJCC/UICC post therapy clinical T1b Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1634011,AJCC/UICC post therapy clinical T1b1 Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1634880,AJCC/UICC post therapy clinical T1b2 Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1634763,AJCC/UICC post therapy clinical T1b3 Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1634758,AJCC/UICC post therapy clinical T1c Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1633845,AJCC/UICC post therapy clinical T1c1 Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1633803,AJCC/UICC post therapy clinical T1c2 Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1634153,AJCC/UICC post therapy clinical T1c3 Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1633703,AJCC/UICC post therapy clinical T1d Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1634018,AJCC/UICC post therapy clinical T1mi Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1634819,AJCC/UICC post therapy clinical T2 Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1634979,AJCC/UICC post therapy clinical T2a Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1634687,AJCC/UICC post therapy clinical T2a1 Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1634136,AJCC/UICC post therapy clinical T2a2 Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1634179,AJCC/UICC post therapy clinical T2b Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1634346,AJCC/UICC post therapy clinical T2c Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1635167,AJCC/UICC post therapy clinical T2d Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1635781,AJCC/UICC post therapy pathological T1 Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1634793,AJCC/UICC post therapy pathological T1a Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1633812,AJCC/UICC post therapy pathological T1a1 Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1634685,AJCC/UICC post therapy pathological T1a2 Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1634264,AJCC/UICC post therapy pathological T1b Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1633380,AJCC/UICC post therapy pathological T1b1 Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1635607,AJCC/UICC post therapy pathological T1b2 Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1634311,AJCC/UICC post therapy pathological T1b3 Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1633935,AJCC/UICC post therapy pathological T1c Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1635144,AJCC/UICC post therapy pathological T1c1 Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1635548,AJCC/UICC post therapy pathological T1c2 Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1634851,AJCC/UICC post therapy pathological T1c3 Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1635237,AJCC/UICC post therapy pathological T1d Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1635250,AJCC/UICC post therapy pathological T1mi Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1634660,AJCC/UICC post therapy pathological T2 Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1634246,AJCC/UICC post therapy pathological T2a Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1633285,AJCC/UICC post therapy pathological T2a1 Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1635716,AJCC/UICC post therapy pathological T2a2 Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1634182,AJCC/UICC post therapy pathological T2b Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1633867,AJCC/UICC post therapy pathological T2c Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1633478,AJCC/UICC post therapy pathological T2d Category,Measurement,Cancer Modifier,n,FALSE,FALSE
1635564,AJCC/UICC T1 Category,Measurement,Cancer Modifier,y,,
1633880,AJCC/UICC T1a Category,Measurement,Cancer Modifier,y,,
1634674,AJCC/UICC T1a1 Category,Measurement,Cancer Modifier,y,,
1635553,AJCC/UICC T1a2 Category,Measurement,Cancer Modifier,y,,
1633921,AJCC/UICC T1b Category,Measurement,Cancer Modifier,y,,
1633396,AJCC/UICC T1b1 Category,Measurement,Cancer Modifier,y,,
1635666,AJCC/UICC T1b2 Category,Measurement,Cancer Modifier,y,,
1633760,AJCC/UICC T1b3 Category,Measurement,Cancer Modifier,y,,
1633529,AJCC/UICC T1c Category,Measurement,Cancer Modifier,y,,
1635069,AJCC/UICC T1c1 Category,Measurement,Cancer Modifier,y,,
1635668,AJCC/UICC T1c2 Category,Measurement,Cancer Modifier,y,,
1634701,AJCC/UICC T1c3 Category,Measurement,Cancer Modifier,y,,
1634100,AJCC/UICC T1d Category,Measurement,Cancer Modifier,y,,
1635083,AJCC/UICC T1mi Category,Measurement,Cancer Modifier,y,,
1635562,AJCC/UICC T2 Category,Measurement,Cancer Modifier,y,,
1635327,AJCC/UICC T2a Category,Measurement,Cancer Modifier,y,,
1633714,AJCC/UICC T2a1 Category,Measurement,Cancer Modifier,y,,
1635685,AJCC/UICC T2a2 Category,Measurement,Cancer Modifier,y,,
1633593,AJCC/UICC T2b Category,Measurement,Cancer Modifier,y,,
1635270,AJCC/UICC T2c Category,Measurement,Cancer Modifier,y,,
1633678,AJCC/UICC T2d Category,Measurement,Cancer Modifier,y,,
